FacilityID,FacilityType,FacilityName,RegionID
138861,Consultancy & Diagnostic Center,Kanij Hospital And Lab [DGHS Facility ID 38861],7
138862,Consultancy & Diagnostic Center,Islamia Diagnostic Center [DGHS Facility ID 38862],1
138863,Consultancy & Diagnostic Center,AL AMIN DIAGNOSTIC CENTER [DGHS Facility ID 38863],4
138864,Consultancy & Diagnostic Center,Maisha General Hospital & Diagnostic Center [DGHS Facility ID 38864],1
138865,Consultancy & Diagnostic Center,VITA HEALTH MEDICAL CENTER [DGHS Facility ID 38865],1
138866,Consultancy & Diagnostic Center,New Star lab Diagnostic Centre [DGHS Facility ID 38866],2
138867,Consultancy & Diagnostic Center,Labib Digital Diagnostic Centre [DGHS Facility ID 38867],3
138868,Consultancy & Diagnostic Center,DR. MAHFUZ ULTRASOUND LAB [DGHS Facility ID 38868],2
138869,Consultancy & Diagnostic Center,The Remedy Hospital & Diagnostic Center [DGHS Facility ID 38869],2
138870,Consultancy & Diagnostic Center,Al Barakah Specialized Diagnostic Center [DGHS Facility ID 38870],8
138871,Consultancy & Diagnostic Center,MA DIAGNOSTIC. [DGHS Facility ID 38871],3
138872,Consultancy & Diagnostic Center,Sufia Memorial Diagnostic Center [DGHS Facility ID 38872],5
138873,Consultancy & Diagnostic Center,LAMIA MEDICAL HEALTH CHECKUP CENTRE [DGHS Facility ID 38873],1
138874,Consultancy & Diagnostic Center,Ayesha Medical Center [DGHS Facility ID 38874],1
138875,Consultancy & Diagnostic Center,Life Care Diagnostic Center [DGHS Facility ID 38875],2
138876,Consultancy & Diagnostic Center,UTTARA CRESCENT CLINIC (PVT.) LIMITED [DGHS Facility ID 38876],1
138877,Consultancy & Diagnostic Center,Popular Medical & Diagnostics Centre [DGHS Facility ID 38877],1
138878,Consultancy & Diagnostic Center,WIN MEDICAL CENTER [DGHS Facility ID 38878],1
138879,Consultancy & Diagnostic Center,NEW JAMUNA DIANGOSTIC CENTRE [DGHS Facility ID 38879],7
138880,Consultancy & Diagnostic Center,SUROKKHA DOCTORS CHAMBER & DIAGNOSTIC [DGHS Facility ID 38880],1
138881,Consultancy & Diagnostic Center,UPOSHOM DIAGNOSTIC CENTER [DGHS Facility ID 38881],7
138882,Consultancy & Diagnostic Center,Jonoseba Nursing Home [DGHS Facility ID 38882],1
138883,Consultancy & Diagnostic Center,Munshirhat Popular Diagnostic Centre [DGHS Facility ID 38883],2
138884,Consultancy & Diagnostic Center,Sreerampur Square Hospital [DGHS Facility ID 38884],1
138885,Consultancy & Diagnostic Center,LAB-CARE DIAGNOSTIC CENTER [DGHS Facility ID 38885],1
138886,Consultancy & Diagnostic Center,MEDILAB DIAGNOSTIC AND CONSULTATION CENTER [DGHS Facility ID 38886],4
138887,Consultancy & Diagnostic Center,Max Digital Diagnostic Centre [DGHS Facility ID 38887],6
138888,Consultancy & Diagnostic Center,PADMA DIGITAL HOSPITAL AND DIAGNOSTIC CENTER [DGHS Facility ID 38888],2
138889,Consultancy & Diagnostic Center,CRESENT DIGONOSTIC CENTRE [DGHS Facility ID 38889],1
138890,Consultancy & Diagnostic Center,RELYON MEDICARE [DGHS Facility ID 38890],1
138891,Consultancy & Diagnostic Center,Brahmanpara Begum Rokeya Hospital (Pvt.) Ltd. [DGHS Facility ID 38891],2
138892,Consultancy & Diagnostic Center,GOOD LIFE DIAGNOSTIC CENTRE [DGHS Facility ID 38892],2
138893,Consultancy & Diagnostic Center,Shamshernagar Hospital ( Diagnostic Center ) [DGHS Facility ID 38893],6
138894,Consultancy & Diagnostic Center,SUPER CARE HOSPITAL & TRAUMA CENTER [DGHS Facility ID 38894],1
138895,Consultancy & Diagnostic Center,Era Diagnostic And Doctors Chamber [DGHS Facility ID 38895],2
138896,Consultancy & Diagnostic Center,Fouad Medical Centre [DGHS Facility ID 38896],1
138897,Consultancy & Diagnostic Center,The Popular Diagnostic Center-2 [DGHS Facility ID 38897],3
138898,Consultancy & Diagnostic Center,Renaissa Medical Centre [DGHS Facility ID 38898],2
138899,Consultancy & Diagnostic Center,"IBN SINA HOSPITAL & DIAGNOSTIC CENTER, NOAKHALI [DGHS Facility ID 38899]",2
138900,Consultancy & Diagnostic Center,YAQEEN MEDICAL CENTRE [DGHS Facility ID 38900],5
138901,Consultancy & Diagnostic Center,The New Al Habib Diagnostic Center [DGHS Facility ID 38901],2
138902,Consultancy & Diagnostic Center,Appolo General Hospital [DGHS Facility ID 38902],3
138903,Consultancy & Diagnostic Center,Healthy-Life Clinic & Diagnostic Ltd. [DGHS Facility ID 38903],1
138904,Consultancy & Diagnostic Center,Nilphamari Diabetic Somity Hospital [DGHS Facility ID 38904],7
138905,Consultancy & Diagnostic Center,Green Life Hospital [DGHS Facility ID 38905],2
138906,Consultancy & Diagnostic Center,New National Diagnostic Center [DGHS Facility ID 38906],4
138907,Consultancy & Diagnostic Center,SHAFI DIAGNOSTIC CENTER [DGHS Facility ID 38907],8
138908,Consultancy & Diagnostic Center,New Al-Hera Diagnostic Centre [DGHS Facility ID 38908],1
138909,Consultancy & Diagnostic Center,MAYA DIAGNOSTIC & ULTRASONOGRAPHY CENTRE [DGHS Facility ID 38909],5
138910,Consultancy & Diagnostic Center,Al Mahmud Medical Center [DGHS Facility ID 38910],1
138911,Consultancy & Diagnostic Center,DOMAR POPULAR HOSPITAL & DIAGNOSTIC CENTER [DGHS Facility ID 38911],7
138912,Consultancy & Diagnostic Center,VASHANTEK CLINIC & DIAGNOSTIC CENTRE [DGHS Facility ID 38912],1
138913,Consultancy & Diagnostic Center,ASHRAF ALI HOSPITAL BANGLADESH [DGHS Facility ID 38913],1
138914,Consultancy & Diagnostic Center,Ayaz Medical Center [DGHS Facility ID 38914],1
138915,Consultancy & Diagnostic Center,ROWMARI GENERAL HOSPITAL & DIAGNOSTIC CENTER [DGHS Facility ID 38915],7
138916,Consultancy & Diagnostic Center,Comfort Medical Services Golapganj [DGHS Facility ID 38916],6
138917,Consultancy & Diagnostic Center,New Life Outreach Clinic and Diagnostic Centre [DGHS Facility ID 38917],4
138918,Consultancy & Diagnostic Center,"Ibn Sina Diagnosnostic & Consultation Center, Rajshahi. [DGHS Facility ID 38918]",3
138919,Consultancy & Diagnostic Center,SOFIA MOJAHER HEALTH CARE [DGHS Facility ID 38919],2
138920,Consultancy & Diagnostic Center,Doctors Chamber & Diagnostic Center [DGHS Facility ID 38920],7
138921,Consultancy & Diagnostic Center,TITAS GENERAL HOSPITAL [DGHS Facility ID 38921],6
138922,Consultancy & Diagnostic Center,Future Digital Diagnostic Center. [DGHS Facility ID 38922],7
138923,Consultancy & Diagnostic Center,Shouq Medical Point [DGHS Facility ID 38923],2
138924,Consultancy & Diagnostic Center,Dupchanchia Islamia Hospital & Diagnostic Center [DGHS Facility ID 38924],3
138925,Consultancy & Diagnostic Center,BHAIRAB NEW LIFE MEDICAL CENTER [DGHS Facility ID 38925],1
138926,Consultancy & Diagnostic Center,Al Madina Clinic & Hospital [DGHS Facility ID 38926],1
138927,Consultancy & Diagnostic Center,Bandhon Digital Diagnostic Centre & Hospital [DGHS Facility ID 38927],1
138928,Consultancy & Diagnostic Center,Tabuk Medical Center [DGHS Facility ID 38928],2
138929,Consultancy & Diagnostic Center,.SOTOTA DIAGNOSTIC CENTER [DGHS Facility ID 38929],4
138930,Consultancy & Diagnostic Center,Sawad Digital Diagnostic Center [DGHS Facility ID 38930],8
138931,Consultancy & Diagnostic Center,Doctors lab and diabetic care center [DGHS Facility ID 38931],3
138932,Consultancy & Diagnostic Center,New Al Aksa Diagnostic Center & Blood Bank [DGHS Facility ID 38932],1
138933,Consultancy & Diagnostic Center,Betagi Square Hospital & Diagnostic Center [DGHS Facility ID 38933],5
138934,Consultancy & Diagnostic Center,Al Madina Health Care & Diagnostic Center [DGHS Facility ID 38934],2
138935,Consultancy & Diagnostic Center,Bir e Shifa Hospital [DGHS Facility ID 38935],1
138936,Consultancy & Diagnostic Center,Mediplus Diagnostic Center [DGHS Facility ID 38936],4
138937,Consultancy & Diagnostic Center,New Karama Medical Services [DGHS Facility ID 38937],1
138938,Consultancy & Diagnostic Center,PROBE Bangladesh Ltd (Advanced Diagnostic & Clinical Research Laboratory) [DGHS Facility ID 38938],4
138939,Consultancy & Diagnostic Center,CRP Consultation & Diagnostic Ltd. [DGHS Facility ID 38939],1
138940,Consultancy & Diagnostic Center,Medino Healthcare [DGHS Facility ID 38940],5
138941,Consultancy & Diagnostic Center,Tisha Diagnostic Center [DGHS Facility ID 38941],5
138942,Consultancy & Diagnostic Center,Lab Quest Ltd [DGHS Facility ID 38942],1
138943,Consultancy & Diagnostic Center,Fariha Hospital & Diagnostic Centre [DGHS Facility ID 38943],1
138944,Consultancy & Diagnostic Center,Abdul Alim Memorial Diagnostic Center [DGHS Facility ID 38944],4
138945,Consultancy & Diagnostic Center,RAOZAN DIAGNOSTIC CENTER [DGHS Facility ID 38945],2
138946,Consultancy & Diagnostic Center,.IMPERIAL PRIVATE HEALTH CARE (BD) LIMITED [DGHS Facility ID 38946],1
138947,Consultancy & Diagnostic Center,New Ad-Deen Mother and Child Hospital and Diagnostics [DGHS Facility ID 38947],5
138948,Consultancy & Diagnostic Center,Banskhali Ekushey Hospital (Pvt.)Ltd. [DGHS Facility ID 38948],2
138949,Consultancy & Diagnostic Center,SOUTH VISION DIAGNOSTIC CENTER [DGHS Facility ID 38949],5
138950,Consultancy & Diagnostic Center,SHOMSHER DIAGNOSTIC CENTER [DGHS Facility ID 38950],3
138951,Consultancy & Diagnostic Center,POPULAR DIAGNOSTIC CENTER [DGHS Facility ID 38951],5
138952,Consultancy & Diagnostic Center,Shelter Point Medical Center Ltd [DGHS Facility ID 38952],1
138953,Consultancy & Diagnostic Center,New Modern Diagnostic Centre [DGHS Facility ID 38953],5
138954,Consultancy & Diagnostic Center,Green Life Medical Center [DGHS Facility ID 38954],3
138955,Consultancy & Diagnostic Center,CARE MEDICAL AND DIAGNOSTIC CENTER [DGHS Facility ID 38955],2
138956,Consultancy & Diagnostic Center,"Labaid Limited (Diagnostics & Medical Checkup Center), Rajshahi. [DGHS Facility ID 38956]",3
138957,Consultancy & Diagnostic Center,BANSKHALI GENERAL HOSPITAL LIMITED [DGHS Facility ID 38957],2
138958,Consultancy & Diagnostic Center,Mohammad ali Clinic & Diagnostic Center [DGHS Facility ID 38958],4
138959,Consultancy & Diagnostic Center,DOCTORS LAB & DIAGNOSTIC CENTER [DGHS Facility ID 38959],2
138960,Consultancy & Diagnostic Center,Satkhira City Hospital & Diagnostic [DGHS Facility ID 38960],4
138961,Consultancy & Diagnostic Center,MEDI HEALTH MEDICAL CENTER [DGHS Facility ID 38961],2
138962,Consultancy & Diagnostic Center,Ammar Medical Centre [DGHS Facility ID 38962],1
138963,Consultancy & Diagnostic Center,PRIME HEALTH CENTRE [DGHS Facility ID 38963],2
138964,Consultancy & Diagnostic Center,Max Medical Center [DGHS Facility ID 38964],2
138965,Consultancy & Diagnostic Center,HOPE AND HEALTH DIAGNOSTIC CENTER [DGHS Facility ID 38965],1
138966,Consultancy & Diagnostic Center,The United Specialized Hospital [DGHS Facility ID 38966],5
138967,Consultancy & Diagnostic Center,Health City Plus Diagnostic Centre [DGHS Facility ID 38967],7
138968,Consultancy & Diagnostic Center,FENI UNITED MEDICAL CENTER [DGHS Facility ID 38968],2
138969,Consultancy & Diagnostic Center,ALLIED MOTHER & CHILD SPECIALIZED HOSPITAL LTD. [DGHS Facility ID 38969],1
138970,Consultancy & Diagnostic Center,Doctors Lab Digital Diagnostic Center [DGHS Facility ID 38970],4
138971,Consultancy & Diagnostic Center,AL-NAHIYAN DIAGNOSTIC & MEDICAL SERVICES [DGHS Facility ID 38971],3
138972,Consultancy & Diagnostic Center,EchoLab Medical Services [DGHS Facility ID 38972],1
138973,Consultancy & Diagnostic Center,DIGILAB MEDICAL SERVICES LTD [DGHS Facility ID 38973],1
138974,Consultancy & Diagnostic Center,Takwa Hospital Limited [DGHS Facility ID 38974],2
138975,Consultancy & Diagnostic Center,JANATA DIAGNOSTIC CENTER. [DGHS Facility ID 38975],7
138976,Consultancy & Diagnostic Center,MediLife Diagnostic & Consultation Center [DGHS Facility ID 38976],3
138977,Consultancy & Diagnostic Center,Nazma Diagnostic & Doctorrs Chember [DGHS Facility ID 38977],5
138978,Consultancy & Diagnostic Center,Novel Genaral Hospital & Diagnostic Center [DGHS Facility ID 38978],2
138979,Consultancy & Diagnostic Center,Al falah Digital Diagnostic Center [DGHS Facility ID 38979],4
138980,Consultancy & Diagnostic Center,Jamuna Medical Services & Diagnostic Center [DGHS Facility ID 38980],1
138981,Consultancy & Diagnostic Center,M.A SONO DIAGNOSTIC CENTER & MEDICAL SERVICES [DGHS Facility ID 38981],4
138982,Consultancy & Diagnostic Center,Sun Diagnostic Centre [DGHS Facility ID 38982],1
138983,Consultancy & Diagnostic Center,MEDICO GIAGNOSTIC CENTER [DGHS Facility ID 38983],2
138984,Consultancy & Diagnostic Center,Bismillah Digital Diagnostic Center [DGHS Facility ID 38984],4
138985,Consultancy & Diagnostic Center,FENI CARE HOSPITAL & DIAGNOSTIC CENTER [DGHS Facility ID 38985],2
138986,Consultancy & Diagnostic Center,PROBE Bangladesh Ltd (Advanced Diagnostic and Clinical Research Laboratory) [DGHS Facility ID 38986],4
138987,Consultancy & Diagnostic Center,Rezia Clinic & General Hospital And Diagnostic Center [DGHS Facility ID 38987],1
138988,Consultancy & Diagnostic Center,LIFE CARE DIGITAL DIAGNOSTIC CENTER [DGHS Facility ID 38988],2
138989,Consultancy & Diagnostic Center,Model Clinic & Diagnostic Centre [DGHS Facility ID 38989],3
138990,Consultancy & Diagnostic Center,The Medico Hospital [DGHS Facility ID 38990],2
138991,Consultancy & Diagnostic Center,Life Care Diagonostic Center [DGHS Facility ID 38991],4
138992,Consultancy & Diagnostic Center,DN MEDICAL SERVICES [DGHS Facility ID 38992],1
138993,Consultancy & Diagnostic Center,LIFE CARE DIAGNOSTIC AND CONSULTATION CENTER [DGHS Facility ID 38993],1
138994,Consultancy & Diagnostic Center,New Lab Aid Diagnostic Center & Hospital [DGHS Facility ID 38994],1
138995,Consultancy & Diagnostic Center,JHARBARI DIGITAL DAYAGONESTIC CENTER [DGHS Facility ID 38995],7
138996,Consultancy & Diagnostic Center,New Ideal Diagnostic Center [DGHS Facility ID 38996],8
138997,Consultancy & Diagnostic Center,CLEARVIEW MEDICAL AND DIAGNOSTIC CENTER [DGHS Facility ID 38997],1
138998,Consultancy & Diagnostic Center,Safarat Digital Diagnostic Center [DGHS Facility ID 38998],7
138999,Consultancy & Diagnostic Center,MITOSIS LAB LTD [DGHS Facility ID 38999],1
139000,Consultancy & Diagnostic Center,Siam Diagnostic Center [DGHS Facility ID 39000],3
139001,Consultancy & Diagnostic Center,Medicare General Hospital [DGHS Facility ID 39001],1
139002,Consultancy & Diagnostic Center,Health Care Diagnostics Center [DGHS Facility ID 39002],3
139003,Consultancy & Diagnostic Center,Kharka Diagnostic Center [DGHS Facility ID 39003],8
139004,Consultancy & Diagnostic Center,Adian Digital Diagnostic And Consultation Center [DGHS Facility ID 39004],7
139005,Consultancy & Diagnostic Center,Saba Haspatal And Diagnostic Center [DGHS Facility ID 39005],3
139006,Consultancy & Diagnostic Center,HEALTH AID DIAGNOSTIC & CONSULTATION CENTER (UNIT-2) [DGHS Facility ID 39006],3
139007,Consultancy & Diagnostic Center,United Sono & Diabetes Center [DGHS Facility ID 39007],4
139008,Consultancy & Diagnostic Center,Asa-Shafi Medical Center [DGHS Facility ID 39008],1
139009,Consultancy & Diagnostic Center,TRISHAL DIAGNOSTIC & EYE CARE CENTER [DGHS Facility ID 39009],8
139010,Consultancy & Diagnostic Center,Epic Health Care Ltd. (Chattogram Medical College Purbo Gate Branch) [DGHS Facility ID 39010],2
139011,Consultancy & Diagnostic Center,One Health Diagnostic & Consultation Centre [DGHS Facility ID 39011],2
139012,Consultancy & Diagnostic Center,Rokeya specialized Diagnostic Center [DGHS Facility ID 39012],2
139013,Consultancy & Diagnostic Center,Ramganj Health Care Diagnostic Center [DGHS Facility ID 39013],2
139014,Consultancy & Diagnostic Center,Surokkha Diagnostic & Diabetic Center [DGHS Facility ID 39014],2
139015,Consultancy & Diagnostic Center,U-Lab Medical Services [DGHS Facility ID 39015],5
139016,Consultancy & Diagnostic Center,Laksam United Hospital [DGHS Facility ID 39016],2
139017,Consultancy & Diagnostic Center,INTERNATIONAL HOSPITAL & DIAGNOSTIC CENTER RANGPUR [DGHS Facility ID 39017],7
139018,Consultancy & Diagnostic Center,Family Diagnostic Center [DGHS Facility ID 39018],8
139019,Consultancy & Diagnostic Center,Afroza Begum General Hospital [DGHS Facility ID 39019],1
139020,Consultancy & Diagnostic Center,SABA DIAGNOSTIC CENTER [DGHS Facility ID 39020],7
139021,Consultancy & Diagnostic Center,North Bangle Digital Diagnostic Centre [DGHS Facility ID 39021],7
139022,Consultancy & Diagnostic Center,Muktijoddha clinic and Diagnostic [DGHS Facility ID 39022],3
139023,Consultancy & Diagnostic Center,New Fatema Hospital And Lab [DGHS Facility ID 39023],1
139024,Consultancy & Diagnostic Center,MEDICARE HOSPITAL [DGHS Facility ID 39024],3
139025,Consultancy & Diagnostic Center,POPULAR MEDICAL AND DIAGNOSTIC CENTRE [DGHS Facility ID 39025],4
139026,Consultancy & Diagnostic Center,Central Hospital And Diagnostic Centre [DGHS Facility ID 39026],6
139027,Consultancy & Diagnostic Center,Medigo Healthcares [DGHS Facility ID 39027],1
139028,Consultancy & Diagnostic Center,Nahid General Hospital And Diagnostic Centre [DGHS Facility ID 39028],7
139029,Consultancy & Diagnostic Center,RIYAN PATHOLOGYCAL LAB [DGHS Facility ID 39029],1
139030,Consultancy & Diagnostic Center,CARE & CURE [DGHS Facility ID 39030],4
139031,Consultancy & Diagnostic Center,LIFE CARE HOSPITAL & DIAGNOSTIC CENTER [DGHS Facility ID 39031],7
139032,Consultancy & Diagnostic Center,Al-Amin Diagnostic Centre [DGHS Facility ID 39032],5
139033,Consultancy & Diagnostic Center,HASSAN DIGITAL DIAGNOSTIC CENTER [DGHS Facility ID 39033],8
139034,Consultancy & Diagnostic Center,Al Falah Medicom Clinic (Pvt.) (Ltd.) [DGHS Facility ID 39034],1
139035,Consultancy & Diagnostic Center,Pragati Health Care Limited [DGHS Facility ID 39035],3
139036,Consultancy & Diagnostic Center,SAYEM DIAGNO COMPLEX & HOSPITAL [DGHS Facility ID 39036],8
139037,Consultancy & Diagnostic Center,IMMUNE HOSPITAL [DGHS Facility ID 39037],8
139038,Consultancy & Diagnostic Center,GLOBAL DIAGNOSTIC & CONSULTATION CENTRE [DGHS Facility ID 39038],1
139039,Consultancy & Diagnostic Center,TASLIMA DIAGNOSTIC & DIABETES CENTER [DGHS Facility ID 39039],7
139040,Consultancy & Diagnostic Center,SYLHET DIABETIC & GENERAL HOSPITAL DIAGNOSTIC CENTER [DGHS Facility ID 39040],6
139041,Consultancy & Diagnostic Center,DURGAPUR DIAGNOSTIC CENTER [DGHS Facility ID 39041],7
139042,Consultancy & Diagnostic Center,Ma O Shishu Diagnostic Center. [DGHS Facility ID 39042],1
139043,Consultancy & Diagnostic Center,Super Hospital & Diagnostic Center [DGHS Facility ID 39043],1
139044,Consultancy & Diagnostic Center,NARIKEL BARIA DOCTORS CLINIC & DIAGNOSTIC CENTER [DGHS Facility ID 39044],4
139045,Consultancy & Diagnostic Center,DESH BANGLA SPECIALIZED HOSPITAL [DGHS Facility ID 39045],1
139046,Consultancy & Diagnostic Center,Thyrocare Bangladesh Limited . [DGHS Facility ID 39046],1
139047,Consultancy & Diagnostic Center,HILLVIEW HOSPITAL & DIAGNOSTIC CENTRE [DGHS Facility ID 39047],2
139048,Consultancy & Diagnostic Center,Abul Kalam Digital Diagnostic Centre [DGHS Facility ID 39048],7
139049,Consultancy & Diagnostic Center,CARE HEALTH DIAGNOSTIC & CONSULTATION CENTRE [DGHS Facility ID 39049],1
139050,Consultancy & Diagnostic Center,Rubel Medical Services [DGHS Facility ID 39050],1
139051,Consultancy & Diagnostic Center,Rahmania Mother & Childe Medical Center. [DGHS Facility ID 39051],2
