FacilityID,FacilityType,FacilityName,RegionID
115060,Union Health Center,Kayetpara Union Health Center [DGHS Facility ID 15060],1
115061,Union Health Center,Mura Para Union Health Center [DGHS Facility ID 15061],1
115062,Union Health Center,Tarabo Union Health Center [DGHS Facility ID 15062],1
115063,Union Health Center,Baidyer Bazar Union Health Center [DGHS Facility ID 15063],1
115064,Union Health Center,Jampur Union Health Center [DGHS Facility ID 15064],1
115065,Union Health Center,Kachpur Union Health Center [DGHS Facility ID 15065],1
115066,Union Health Center,Mugra Para Union Health Center [DGHS Facility ID 15066],1
115067,Union Health Center,Noagaon Union Health Center [DGHS Facility ID 15067],1
115068,Union Health Center,Pirijpur Union Health Center [DGHS Facility ID 15068],1
115069,Union Health Center,Sadipur Union Health Center [DGHS Facility ID 15069],1
115070,Union Health Center,Sanmandi Union Health Center [DGHS Facility ID 15070],1
115071,Union Health Center,Amlaba Union Health Center [DGHS Facility ID 15071],1
115072,Union Health Center,Bajnaba Union Health Center [DGHS Facility ID 15072],1
115073,Union Health Center,Belabo Union Health Center [DGHS Facility ID 15073],1
115074,Union Health Center,Binyabaid Union Health Center [DGHS Facility ID 15074],1
115075,Union Health Center,Charujilab Union Health Center [DGHS Facility ID 15075],1
115076,Union Health Center,Narayanpur Union Health Center [DGHS Facility ID 15076],1
115077,Union Health Center,Sallabad Union Health Center [DGHS Facility ID 15077],1
115078,Union Health Center,Akduaria Union Health Center [DGHS Facility ID 15078],1
115079,Union Health Center,Chalak Char Union Health Center [DGHS Facility ID 15079],1
115080,Union Health Center,Char Mandalia Union Health Center [DGHS Facility ID 15080],1
115081,Union Health Center,Daulatpur Union Health Center [DGHS Facility ID 15081],1
115082,Union Health Center,Khidirpur Union Health Center [DGHS Facility ID 15082],1
115083,Union Health Center,Alokbali Union Health Center [DGHS Facility ID 15083],1
115084,Union Health Center,Chardighaldi Union Health Center [DGHS Facility ID 15084],1
115085,Union Health Center,Chinishpur Union Health Center [DGHS Facility ID 15085],1
115086,Union Health Center,Nazarpur Union Health Center [DGHS Facility ID 15086],1
115087,Union Health Center,Nuralpur Union Health Center [DGHS Facility ID 15087],1
115088,Union Health Center,Paikar Char Union Health Center [DGHS Facility ID 15088],1
115089,Union Health Center,Silmandi Union Health Center [DGHS Facility ID 15089],1
115090,Union Health Center,Danga Union Health Center [DGHS Facility ID 15090],1
115091,Union Health Center,Gazaria Union Health Center [DGHS Facility ID 15091],1
115092,Union Health Center,Jinardi Union Health Center [DGHS Facility ID 15092],1
115093,Union Health Center,Afiabad Union Health Center [DGHS Facility ID 15093],1
115094,Union Health Center,Amirganj Union Health Center [DGHS Facility ID 15094],1
115095,Union Health Center,Banshgari Union Health Center [DGHS Facility ID 15095],1
115096,Union Health Center,Boukarchar Union Health Center [DGHS Facility ID 15096],1
115097,Union Health Center,Chanderkandi Union Health Center [DGHS Facility ID 15097],1
115098,Union Health Center,Chandpur Union Health Center [DGHS Facility ID 15098],1
115099,Union Health Center,Char Madhua Union Health Center [DGHS Facility ID 15099],1
115100,Union Health Center,Char Subuddi Union Health Center [DGHS Facility ID 15100],1
115101,Union Health Center,Chararalia Union Health Center [DGHS Facility ID 15101],1
115102,Union Health Center,Hairmara Union Health Center [DGHS Facility ID 15102],1
115103,Union Health Center,Mirzanagar Union Health Center [DGHS Facility ID 15103],1
115104,Union Health Center,Mirzapur Union Health Center [DGHS Facility ID 15104],1
115105,Union Health Center,Mirzar Char Union Health Center [DGHS Facility ID 15105],1
115106,Union Health Center,Moheshpur Union Health Center [DGHS Facility ID 15106],1
115107,Union Health Center,Morjal Union Health Center [DGHS Facility ID 15107],1
115108,Union Health Center,Musapur Union Health Center [DGHS Facility ID 15108],1
115109,Union Health Center,Nilakhya Union Health Center [DGHS Facility ID 15109],1
115110,Union Health Center,Olipur Union Health Center [DGHS Facility ID 15110],1
115111,Union Health Center,Palashtali Union Health Center [DGHS Facility ID 15111],1
115112,Union Health Center,Paratali Union Health Center [DGHS Facility ID 15112],1
115113,Union Health Center,Sreenagar Union Health Center [DGHS Facility ID 15113],1
115114,Union Health Center,Uttar Bakharnagar Union Health Center [DGHS Facility ID 15114],1
115115,Union Health Center,Ayubpur Union Health Center [DGHS Facility ID 15115],1
115116,Union Health Center,Baghaba Union Health Center [DGHS Facility ID 15116],1
115117,Union Health Center,Dulalpur Union Health Center [DGHS Facility ID 15117],1
115118,Union Health Center,Josar Union Health Center [DGHS Facility ID 15118],1
115119,Union Health Center,Joynagar Union Health Center [DGHS Facility ID 15119],1
115120,Union Health Center,Masimpur Union Health Center [DGHS Facility ID 15120],1
115121,Union Health Center,Sadhar Char Union Health Center [DGHS Facility ID 15121],1
115122,Union Health Center,Baniajan Union Health Center [DGHS Facility ID 15122],8
115123,Union Health Center,Duaz Union Health Center [DGHS Facility ID 15123],8
115124,Union Health Center,Loneshwar Union Health Center [DGHS Facility ID 15124],8
115125,Union Health Center,Sarmaisa Union Health Center [DGHS Facility ID 15125],8
115126,Union Health Center,Sonai Union Health Center [DGHS Facility ID 15126],8
115127,Union Health Center,Asma Union Health Center [DGHS Facility ID 15127],8
115128,Union Health Center,Barhatta Union Health Center [DGHS Facility ID 15128],8
115129,Union Health Center,Chhiram Union Health Center [DGHS Facility ID 15129],8
115130,Union Health Center,Roypur Union Health Center [DGHS Facility ID 15130],8
115131,Union Health Center,Sahata Union Health Center [DGHS Facility ID 15131],8
115132,Union Health Center,Singdha Union Health Center [DGHS Facility ID 15132],8
115133,Union Health Center,Birisiri Union Health Center [DGHS Facility ID 15133],8
115134,Union Health Center,Chandigarh Union Health Center [DGHS Facility ID 15134],8
115135,Union Health Center,Durgapur Union Health Center [DGHS Facility ID 15135],8
115136,Union Health Center,Gaokandia Union Health Center [DGHS Facility ID 15136],8
115137,Union Health Center,Kakairgara Union Health Center [DGHS Facility ID 15137],8
115138,Union Health Center,Kullagora Union Health Center [DGHS Facility ID 15138],8
115139,Union Health Center,Bara Kapon Union Health Center [DGHS Facility ID 15139],8
115140,Union Health Center,Kailati Union Health Center [DGHS Facility ID 15140],8
115141,Union Health Center,Kalmakanda Union Health Center [DGHS Facility ID 15141],8
115142,Union Health Center,Kharnai Union Health Center [DGHS Facility ID 15142],8
115143,Union Health Center,Nazirpur Union Health Center [DGHS Facility ID 15143],8
115144,Union Health Center,Rangchhati Union Health Center [DGHS Facility ID 15144],8
115145,Union Health Center,Gahua Union Health Center [DGHS Facility ID 15145],8
115146,Union Health Center,Kandiura Union Health Center [DGHS Facility ID 15146],8
115147,Union Health Center,Chakua Union Health Center [DGHS Facility ID 15147],8
115148,Union Health Center,Khaliajuri Union Health Center [DGHS Facility ID 15148],8
115149,Union Health Center,Krishnapur Union Health Center [DGHS Facility ID 15149],8
115150,Union Health Center,Nagar Union Health Center [DGHS Facility ID 15150],8
115151,Union Health Center,Fatehpur Union Health Centre [DGHS Facility ID 15151],8
115152,Union Health Center,Gobindasree Union Health Center [DGHS Facility ID 15152],8
115153,Union Health Center,Jahangirpur Union Health Center [DGHS Facility ID 15153],8
115154,Union Health Center,Kaitail Union Health Center [DGHS Facility ID 15154],8
115155,Union Health Center,Madan Union Health Center [DGHS Facility ID 15155],8
115156,Union Health Center,Maghan Union Health Center [DGHS Facility ID 15156],8
115157,Union Health Center,Nayekpur Union Health Center [DGHS Facility ID 15157],8
115158,Union Health Center,Tiasree Union Health Center [DGHS Facility ID 15158],8
115159,Union Health Center,Barkshia Birampur Union Health Center [DGHS Facility ID 15159],8
115160,Union Health Center,Baratali Banihari Union Health Center [DGHS Facility ID 15160],8
115161,Union Health Center,Gaglajore Union Health Center [DGHS Facility ID 15161],8
115162,Union Health Center,Maghan Siadhar Union Health Center [DGHS Facility ID 15162],8
115163,Union Health Center,Suair Union Health Center [DGHS Facility ID 15163],8
115164,Union Health Center,Amtala Union Health Center [DGHS Facility ID 15164],8
115165,Union Health Center,Challisha Union Health Center [DGHS Facility ID 15165],8
115166,Union Health Center,Dakshin Bishiura Union Health Center [DGHS Facility ID 15166],8
115167,Union Health Center,Kailati Union Health Center [DGHS Facility ID 15167],8
115168,Union Health Center,K. Gatee Union Health Center [DGHS Facility ID 15168],8
115169,Union Health Center,Lakshmigonj Union Health Center [DGHS Facility ID 15169],8
115170,Union Health Center,Mougati Union Health Center [DGHS Facility ID 15170],8
115171,Union Health Center,Medni Union Health Center [DGHS Facility ID 15171],8
115172,Union Health Center,Singher Bangla Union Health Center [DGHS Facility ID 15172],8
115173,Union Health Center,Bairati Union Health Center [DGHS Facility ID 15173],8
115174,Union Health Center,Khalishaur Union Health Center [DGHS Facility ID 15174],8
115175,Union Health Center,Bishkakuni Union Health Center [DGHS Facility ID 15175],8
115176,Union Health Center,Dhala Mulgaon Union Health Center [DGHS Facility ID 15176],8
115177,Union Health Center,Ghagra Union Health Center [DGHS Facility ID 15177],8
115178,Union Health Center,Hogla Union Health Center [DGHS Facility ID 15178],8
115179,Union Health Center,Jangal Union Health Center [DGHS Facility ID 15179],1
115180,Union Health Center,Narua Union Health Center [DGHS Facility ID 15180],1
115181,Union Health Center,Nawabpur Union Health Center [DGHS Facility ID 15181],1
115182,Union Health Center,Chotobakla Union Health Center [DGHS Facility ID 15182],1
115183,Union Health Center,Debagram Union Health Center [DGHS Facility ID 15183],1
115184,Union Health Center,Babupara Union Health Center [DGHS Facility ID 15184],1
115185,Union Health Center,Kalikapur Union Health Center [DGHS Facility ID 15185],1
115186,Union Health Center,Madarpur Union Health Center [DGHS Facility ID 15186],1
115187,Union Health Center,Majbari Union Health Center [DGHS Facility ID 15187],1
115188,Union Health Center,Machpara Union Health Center [DGHS Facility ID 15188],1
115189,Union Health Center,Mowrat Union Health Center [DGHS Facility ID 15189],1
115191,Union Health Center,Sarisha Union Health Center [DGHS Facility ID 15191],1
115192,Union Health Center,Alipur Union Health Center [DGHS Facility ID 15192],1
115193,Union Health Center,Dadshi Union Health Center [DGHS Facility ID 15193],1
115194,Union Health Center,Mizanpur Union Health Center [DGHS Facility ID 15194],1
115195,Union Health Center,Panchuria Union Health Center [DGHS Facility ID 15195],1
115196,Union Health Center,Shahid Wahabpur Union Health Center [DGHS Facility ID 15196],1
115197,Union Health Center,Sultanpur Union Health Center [DGHS Facility ID 15197],1
115198,Union Health Center,Arshinagar Union Health Center [DGHS Facility ID 15198],1
115199,Union Health Center,Char Bhaga Union Health Center [DGHS Facility ID 15199],1
115200,Union Health Center,Char Kumaria Union Health Center [DGHS Facility ID 15200],1
115201,Union Health Center,Char Sansas Union Health Center [DGHS Facility ID 15201],1
115202,Union Health Center,Daxin Tarabunia Union Health Center [DGHS Facility ID 15202],1
115203,Union Health Center,Kachikata Union Health Center [DGHS Facility ID 15203],1
115204,Union Health Center,Narayanpur Union Health Center [DGHS Facility ID 15204],1
115205,Union Health Center,Uttar Tarabunia Union Health Center [DGHS Facility ID 15205],1
115206,Union Health Center,Damuddya Union Health Center [DGHS Facility ID 15206],1
115207,Union Health Center,Darul Aman Union Health Center [DGHS Facility ID 15207],1
115208,Union Health Center,Dhankati Union Health Center [DGHS Facility ID 15208],1
115209,Union Health Center,Islampur Union Health Center [DGHS Facility ID 15209],1
115210,Union Health Center,Purba Damuddya Union Health Center [DGHS Facility ID 15210],1
115211,Union Health Center,Siddya Union Health Center [DGHS Facility ID 15211],1
115212,Union Health Center,Sidulkura Union Health Center [DGHS Facility ID 15212],1
115213,Union Health Center,Goriber Char Union Health Center [DGHS Facility ID 15213],1
115214,Union Health Center,Gosairhat Union Health Center [DGHS Facility ID 15214],1
115215,Union Health Center,Idilpur Union Health Center [DGHS Facility ID 15215],1
115216,Union Health Center,Kodalpur Union Health Center [DGHS Facility ID 15216],1
115217,Union Health Center,Nager Para Union Health Center [DGHS Facility ID 15217],1
115218,Union Health Center,Samantasar Union Health Center [DGHS Facility ID 15218],1
115219,Union Health Center,Bhumkhara Union Health Center [DGHS Facility ID 15219],1
115220,Union Health Center,Bijhari Union Health Center [DGHS Facility ID 15220],1
115221,Union Health Center,Chamta Union Health Center [DGHS Facility ID 15221],1
115222,Union Health Center,Char Atra Union Health Center [DGHS Facility ID 15222],1
115223,Union Health Center,Fateh Jangapur Union Health Center [DGHS Facility ID 15223],1
115224,Union Health Center,Gharisar Union Health Center [DGHS Facility ID 15224],1
115225,Union Health Center,Jopsa Union Health Center [DGHS Facility ID 15225],1
115226,Union Health Center,Kedarpur Union Health Center [DGHS Facility ID 15226],1
115227,Union Health Center,Muktorer Char Union Health Center [DGHS Facility ID 15227],1
115228,Union Health Center,Naria Union Health Center [DGHS Facility ID 15228],1
115229,Union Health Center,Noapara Union Health Center [DGHS Facility ID 15229],1
115230,Union Health Center,Rajnagar Union Health Center [DGHS Facility ID 15230],1
115231,Union Health Center,Binodpur Union Health Center [DGHS Facility ID 15231],1
115232,Union Health Center,Chandrapur Union Health Center [DGHS Facility ID 15232],1
115233,Union Health Center,Chitolia Union Health Center [DGHS Facility ID 15233],1
115234,Union Health Center,Mahamudpur Union Health Center [DGHS Facility ID 15234],1
115235,Union Health Center,Rudrakar Union Health Center [DGHS Facility ID 15235],1
115236,Union Health Center,Shaul Para Union Health Center [DGHS Facility ID 15236],1
115237,Union Health Center,Bara Gopalpur Union Health Center [DGHS Facility ID 15237],1
115238,Union Health Center,Joynagar Union Health Center [DGHS Facility ID 15238],1
115239,Union Health Center,Barakandi Union Health Center [DGHS Facility ID 15239],1
115240,Union Health Center,Kunder Char Union Health Center [DGHS Facility ID 15240],1
115241,Union Health Center,Naodoba Union Health Center [DGHS Facility ID 15241],1
115242,Union Health Center,Paler Char Union Health Center [DGHS Facility ID 15242],1
115243,Union Health Center,Purba Naodoba Union Health Center [DGHS Facility ID 15243],1
115244,Union Health Center,Sener Char Union Health Center [DGHS Facility ID 15244],1
115245,Union Health Center,Zanjira Union Health Center [DGHS Facility ID 15245],1
115246,Union Health Center,Dhanshail Union Health Center [DGHS Facility ID 15246],8
115247,Union Health Center,Gowripur Union Health Center [DGHS Facility ID 15247],8
115248,Union Health Center,Hatibandha Union Health Center [DGHS Facility ID 15248],8
115249,Union Health Center,Jhenaigati Union Health Center [DGHS Facility ID 15249],8
115250,Union Health Center,Kangsa Union Health Center [DGHS Facility ID 15250],8
115251,Union Health Center,Nalkura Union Health Center [DGHS Facility ID 15251],8
115252,Union Health Center,Baneshwardi Union Health Center [DGHS Facility ID 15252],8
115253,Union Health Center,Char Ashtadhar Union Health Center [DGHS Facility ID 15253],8
115254,Union Health Center,Ganapaddi Union Health Center [DGHS Facility ID 15254],8
115255,Union Health Center,Kursa Badagair Union Health Center [DGHS Facility ID 15255],8
115256,Union Health Center,Nakla Union Health Center [DGHS Facility ID 15256],8
115257,Union Health Center,Pathakata Union Health Center [DGHS Facility ID 15257],8
115258,Union Health Center,Talki Union Health Center [DGHS Facility ID 15258],8
115259,Union Health Center,Urpha Union Health Center [DGHS Facility ID 15259],8
115260,Union Health Center,Baghber Union Health Center [DGHS Facility ID 15260],8
115261,Union Health Center,Jogania Union Health Center [DGHS Facility ID 15261],8
115262,Union Health Center,Kakorkandi Union Health Center [DGHS Facility ID 15262],8
115263,Union Health Center,Kalashpar Union Health Center [DGHS Facility ID 15263],8
115264,Union Health Center,Morichpuran Union Health Center [DGHS Facility ID 15264],8
115265,Union Health Center,Nalitabari Union Health Center [DGHS Facility ID 15265],8
115266,Union Health Center,Noyabil Union Health Center [DGHS Facility ID 15266],8
115267,Union Health Center,Puragaon Union Health Center [DGHS Facility ID 15267],8
115268,Union Health Center,Rajnagar Union Health Center [DGHS Facility ID 15268],8
115269,Union Health Center,Ramchandrakura Mandalia Union Health Center [DGHS Facility ID 15269],8
115270,Union Health Center,Bajitkhila Union Health Center [DGHS Facility ID 15270],8
115271,Union Health Center,Balair Char Union Health Center [DGHS Facility ID 15271],8
115272,Union Health Center,Bhatsala Union Health Center [DGHS Facility ID 15272],8
115273,Union Health Center,Char Mucharia Union Health Center [DGHS Facility ID 15273],8
115274,Union Health Center,Char Pakshimari Union Health Center [DGHS Facility ID 15274],8
115275,Union Health Center,Char Sherpur Union Health Center [DGHS Facility ID 15275],8
115276,Union Health Center,Dhala Union Health Center [DGHS Facility ID 15276],8
115277,Union Health Center,Kamarer Char Union Health Center [DGHS Facility ID 15277],8
115278,Union Health Center,Pakuria Union Health Center [DGHS Facility ID 15278],8
115279,Union Health Center,Rauha Union Health Center [DGHS Facility ID 15279],8
115280,Union Health Center,Bhelua Union Health Center [DGHS Facility ID 15280],8
115281,Union Health Center,Garjaripa Union Health Center [DGHS Facility ID 15281],8
115282,Union Health Center,Gosaipur Union Health Center [DGHS Facility ID 15282],8
115283,Union Health Center,Kaker Char Union Health Center [DGHS Facility ID 15283],8
115284,Union Health Center,Kakilakura Union Health Center [DGHS Facility ID 15284],8
115285,Union Health Center,Kurikahania Union Health Center [DGHS Facility ID 15285],8
115286,Union Health Center,Singa Baruna Union Health Center [DGHS Facility ID 15286],8
115287,Union Health Center,Sreebardi Union Health Center [DGHS Facility ID 15287],8
115288,Union Health Center,Tantihati Union Health Center [DGHS Facility ID 15288],8
115289,Union Health Center,Habla Union Health Center [DGHS Facility ID 15289],1
115290,Union Health Center,Kanchanpur Union Health Center [DGHS Facility ID 15290],1
115291,Union Health Center,Kaoaljani Union Health Center [DGHS Facility ID 15291],1
115292,Union Health Center,Kashil Union Health Center [DGHS Facility ID 15292],1
115293,Union Health Center,Birhati Union Health Center [DGHS Facility ID 15293],1
115294,Union Health Center,Atia Union Health Center [DGHS Facility ID 15294],1
115295,Union Health Center,Deoli Union Health Center [DGHS Facility ID 15295],1
115296,Union Health Center,Dubail Union Health Center [DGHS Facility ID 15296],1
115297,Union Health Center,Elasin Union Health Center [DGHS Facility ID 15297],1
115298,Union Health Center,Fazilhati Union Health Center [DGHS Facility ID 15298],1
115299,Union Health Center,Digalkandi Union Health Center [DGHS Facility ID 15299],1
115300,Union Health Center,Ghatail Union Health Center [DGHS Facility ID 15300],1
115301,Union Health Center,Jamuria Union Health Center [DGHS Facility ID 15301],1
115302,Union Health Center,Loker Para Union Health Center [DGHS Facility ID 15302],1
115303,Union Health Center,Sandhanpur Union Health Center [DGHS Facility ID 15303],1
115304,Union Health Center,Alamnagar Union Health Center [DGHS Facility ID 15304],1
115305,Union Health Center,Dhopakandi Union Health Center [DGHS Facility ID 15305],1
115306,Union Health Center,Hadira Union Health Center [DGHS Facility ID 15306],1
115307,Union Health Center,Mirzapur Union Health Center [DGHS Facility ID 15307],1
115308,Union Health Center,Balla Union Health Center [DGHS Facility ID 15308],1
115309,Union Health Center,Bir Basunda Union Health Center [DGHS Facility ID 15309],1
115310,Union Health Center,Durgapur Union Health Center [DGHS Facility ID 15310],1
115311,Union Health Center,Paikara Union Health Center [DGHS Facility ID 15311],1
115312,Union Health Center,Ausnara Union Health Center [DGHS Facility ID 15312],1
115313,Union Health Center,Birtara Union Health Center [DGHS Facility ID 15313],1
115314,Union Health Center,Dhopakhali Union Health Center [DGHS Facility ID 15314],1
115315,Union Health Center,Mirzabari Union Health Center [DGHS Facility ID 15315],1
115316,Union Health Center,Musuddi Union Health Center [DGHS Facility ID 15316],1
115317,Union Health Center,Paiska Union Health Center [DGHS Facility ID 15317],1
115318,Union Health Center,Ajgana Union Health Center [DGHS Facility ID 15318],1
115319,Union Health Center,Banail Union Health Center [DGHS Facility ID 15319],1
115320,Union Health Center,Banshtail Union Health Center [DGHS Facility ID 15320],1
115321,Union Health Center,Bhatgram Union Health Center [DGHS Facility ID 15321],1
115322,Union Health Center,Gorai Union Health Center [DGHS Facility ID 15322],1
115323,Union Health Center,Mirzapur Union Health Center [DGHS Facility ID 15323],1
115324,Union Health Center,Tarafpur Union Health Center [DGHS Facility ID 15324],1
115325,Union Health Center,Uarsi Union Health Center [DGHS Facility ID 15325],1
115326,Union Health Center,Bakra Union Health Center [DGHS Facility ID 15326],1
115327,Union Health Center,Bharra Union Health Center [DGHS Facility ID 15327],1
115329,Union Health Center,Duptiar Union Health Center [DGHS Facility ID 15329],1
115330,Union Health Center,Mamun Nagar Union Health Center [DGHS Facility ID 15330],1
115331,Union Health Center,Mokhna Union Health Center [DGHS Facility ID 15331],1
115332,Union Health Center,Hatibandha Union Health Center [DGHS Facility ID 15332],1
115333,Union Health Center,Jadabpur Union Health Center [DGHS Facility ID 15333],1
115334,Union Health Center,Danya Union Health Center [DGHS Facility ID 15334],1
115335,Union Health Center,Gharinda Union Health Center [DGHS Facility ID 15335],1
115336,Union Health Center,Kakua Union Health Center [DGHS Facility ID 15336],1
115337,Union Health Center,Katuli Union Health Center [DGHS Facility ID 15337],1
115338,Union Health Center,Gala Union Health Center [DGHS Facility ID 15338],1
115339,Union Health Center,Porabari Union Health Center [DGHS Facility ID 15339],1
115340,Union Health Center,Silimpur Union Health Center [DGHS Facility ID 15340],1
115341,Union Health Center,Baruipara Union Health Center [DGHS Facility ID 15341],4
115342,Union Health Center,Bemorta Union Health Center [DGHS Facility ID 15342],4
115343,Union Health Center,Dema Union Health Center [DGHS Facility ID 15343],4
115344,Union Health Center,Gotapara Union Health Center [DGHS Facility ID 15344],4
115345,Union Health Center,Karapara Union Health Center [DGHS Facility ID 15345],4
115346,Union Health Center,Khanpur Union Health Center [DGHS Facility ID 15346],4
115347,Union Health Center,Rakhalgachi Union Health Center [DGHS Facility ID 15347],4
115348,Union Health Center,Shatgambuz Union Health Center [DGHS Facility ID 15348],4
115349,Union Health Center,Borabaria Union Health Center [DGHS Facility ID 15349],4
115350,Union Health Center,Carbaniari Union Health Center [DGHS Facility ID 15350],4
115351,Union Health Center,Citalmari Union Health Center [DGHS Facility ID 15351],4
115352,Union Health Center,Santoshpur Union Health Center [DGHS Facility ID 15352],4
115353,Union Health Center,Shibpur Union Health Center [DGHS Facility ID 15353],4
115354,Union Health Center,Bahirdia Union Health Center [DGHS Facility ID 15354],4
115355,Union Health Center,Betaga Union Health Center [DGHS Facility ID 15355],4
115356,Union Health Center,Fakirhat Union Health Center [DGHS Facility ID 15356],4
115357,Union Health Center,Lakhpur Union Health Center [DGHS Facility ID 15357],4
115358,Union Health Center,Mulghor Union Health Center [DGHS Facility ID 15358],4
115359,Union Health Center,Nalda Mowbhoge Union Health Center [DGHS Facility ID 15359],4
115360,Union Health Center,Shavdia Union Health Center [DGHS Facility ID 15360],4
115361,Union Health Center,Badhal Union Health Center [DGHS Facility ID 15361],4
115362,Union Health Center,Dhopakhali Union Health Center [DGHS Facility ID 15362],4
115363,Union Health Center,Gazilia Union Health Center [DGHS Facility ID 15363],4
115364,Union Health Center,Gopalpur Union Health Center [DGHS Facility ID 15364],4
115365,Union Health Center,Kacua Union Health Center [DGHS Facility ID 15365],4
115366,Union Health Center,Atjuri Union Health Center [DGHS Facility ID 15366],4
115367,Union Health Center,Cunkhola Union Health Center [DGHS Facility ID 15367],4
115368,Union Health Center,Gangni Union Health Center [DGHS Facility ID 15368],4
115369,Union Health Center,Gaola Union Health Center [DGHS Facility ID 15369],4
115370,Union Health Center,Kodalia Union Health Center [DGHS Facility ID 15370],4
115371,Union Health Center,Kulia Union Health Center [DGHS Facility ID 15371],4
115372,Union Health Center,Udoypur Union Health Center [DGHS Facility ID 15372],4
115373,Union Health Center,Burirdanga Union Health Center [DGHS Facility ID 15373],4
115374,Union Health Center,Chandpai Union Health Center [DGHS Facility ID 15374],4
115375,Union Health Center,Cila Union Health Center [DGHS Facility ID 15375],4
115376,Union Health Center,Mithakhali Union Health Center [DGHS Facility ID 15376],4
115377,Union Health Center,Sonailatla Union Health Center [DGHS Facility ID 15377],4
115378,Union Health Center,Sundarban Union Health Center [DGHS Facility ID 15378],4
115379,Union Health Center,Baharbunia Union Health Center [DGHS Facility ID 15379],4
115380,Union Health Center,Baloibunia Union Health Center [DGHS Facility ID 15380],4
115381,Union Health Center,Banagram Union Health Center [DGHS Facility ID 15381],4
115382,Union Health Center,Baroikhali Union Health Center [DGHS Facility ID 15382],4
115383,Union Health Center,Cingrakhali Union Health Center [DGHS Facility ID 15383],4
115384,Union Health Center,Hoglabunia Union Health Center [DGHS Facility ID 15384],4
115385,Union Health Center,Hoglapasha Union Health Center [DGHS Facility ID 15385],4
115386,Union Health Center,Khaowlia Union Health Center [DGHS Facility ID 15386],4
115387,Union Health Center,Morelgang Union Health Center [DGHS Facility ID 15387],4
115388,Union Health Center,Nishanbaria Union Health Center [DGHS Facility ID 15388],4
115389,Union Health Center,Pancakaran Union Health Center [DGHS Facility ID 15389],4
115390,Union Health Center,Putikhali Union Health Center [DGHS Facility ID 15390],4
115391,Union Health Center,Ramchandrapur Union Health Center [DGHS Facility ID 15391],4
115392,Union Health Center,Teligati Union Health Center [DGHS Facility ID 15392],4
115393,Union Health Center,Ziodhara Union Health Center [DGHS Facility ID 15393],4
115394,Union Health Center,Baintala Union Health Center [DGHS Facility ID 15394],4
115395,Union Health Center,Bashtali Union Health Center [DGHS Facility ID 15395],4
115396,Union Health Center,Gowramba Union Health Center [DGHS Facility ID 15396],4
115397,Union Health Center,Hurka Union Health Center [DGHS Facility ID 15397],4
115398,Union Health Center,Mollikerber Union Health Center [DGHS Facility ID 15398],4
115399,Union Health Center,Perikhali Union Health Center [DGHS Facility ID 15399],4
115400,Union Health Center,Raznagar Union Health Center [DGHS Facility ID 15400],4
115401,Union Health Center,Uzalkur Union Health Center [DGHS Facility ID 15401],4
115402,Union Health Center,Vozpatia Union Health Center [DGHS Facility ID 15402],4
115403,Union Health Center,Dhansagor Union Health Center [DGHS Facility ID 15403],4
115404,Union Health Center,Khantakata Union Health Center [DGHS Facility ID 15404],4
115405,Union Health Center,Rayenda Union Health Center [DGHS Facility ID 15405],4
115406,Union Health Center,Baradi Union Health Center [DGHS Facility ID 15406],4
115407,Union Health Center,Belgasi Union Health Center [DGHS Facility ID 15407],4
115408,Union Health Center,Bhangobaria Union Health Center [DGHS Facility ID 15408],4
115409,Union Health Center,Dawki Union Health Center [DGHS Facility ID 15409],4
115410,Union Health Center,Jamjami Union Health Center [DGHS Facility ID 15410],4
115411,Union Health Center,Jehala Union Health Center [DGHS Facility ID 15411],4
115412,Union Health Center,Kalidashpur Union Health Center [DGHS Facility ID 15412],4
115413,Union Health Center,Kumari Union Health Center [DGHS Facility ID 15413],4
115414,Union Health Center,Nagdaho Union Health Center [DGHS Facility ID 15414],4
115415,Union Health Center,Alokdia Union Health Center [DGHS Facility ID 15415],4
115416,Union Health Center,Kutubpur Union Health Center [DGHS Facility ID 15416],4
115417,Union Health Center,Mominpur Union Health Center [DGHS Facility ID 15417],4
115418,Union Health Center,Padmabila Union Health Center [DGHS Facility ID 15418],4
115419,Union Health Center,Shankarchandra Union Health Center [DGHS Facility ID 15419],4
115420,Union Health Center,Titudaha Union Health Center [DGHS Facility ID 15420],4
115421,Union Health Center,Callishia Union Health Center [DGHS Facility ID 15421],4
115422,Union Health Center,Noapara Union Health Center [DGHS Facility ID 15422],4
115423,Union Health Center,Paira Union Health Center [DGHS Facility ID 15423],4
115424,Union Health Center,Pryembag Union Health Center [DGHS Facility ID 15424],4
115425,Union Health Center,Razghat Union Health Center [DGHS Facility ID 15425],4
115426,Union Health Center,Shovorada Union Health Center [DGHS Facility ID 15426],4
115427,Union Health Center,Sundalia Union Health Center [DGHS Facility ID 15427],4
115428,Union Health Center,Bandabil Union Health Center [DGHS Facility ID 15428],4
115429,Union Health Center,Daraghat Union Health Center [DGHS Facility ID 15429],4
115430,Union Health Center,Dhaolgram Union Health Center [DGHS Facility ID 15430],4
115431,Union Health Center,Dhopakhola Union Health Center [DGHS Facility ID 15431],4
115432,Union Health Center,Narikelbaria Union Health Center [DGHS Facility ID 15432],4
115433,Union Health Center,Roypur Union Health Center [DGHS Facility ID 15433],4
