0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,MUNSHIGANJ,140,38,1,0,3,0,39,2,0,0,2,24,75,56,99,0,23.2,1.2,5.88
,NARAYANGANJ,169,78,0,0,9,0,78,3,0,0,3,84,3,0,87,0,29.9,1.2,3.34
,NARAYANGANJ CC.,14,11,0,0,0,0,11,0,0,0,0,3,0,0,3,0,13.3,0.0,0.36
,NARSINGDHI,128,45,5,0,2,0,50,1,0,0,1,68,9,0,77,0,19.3,0.4,2.97
,RAJBARI,106,31,0,0,8,0,31,5,0,0,5,70,0,0,70,0,25.3,4.1,5.72
,SARIATPUR,102,21,6,17,7,0,44,2,0,0,2,56,0,0,56,0,32.7,1.5,4.16
,TANGAIL,199,93,0,0,13,0,93,5,0,0,5,101,0,0,101,0,22.1,1.2,2.40
,DHAKA,2954,1312,69,195,257,10,1576,42,1,0,43,1067,240,129,1307,0,37.1,1.0,3.08
"A
N
L
U
H
K",BAGERHAT,193,85,8,18,19,0,111,2,0,0,2,77,2,0,79,0,64.5,1.2,4.59
,CHUADANGA,120,52,1,0,3,12,53,2,0,0,2,49,4,0,53,0,40.3,1.5,4.03
,JESSORE,140,71,0,0,18,0,71,4,0,0,4,58,7,2,65,0,22.0,1.2,2.02
,JHENAIDAH,260,104,11,67,15,1,182,5,1,0,6,62,9,0,71,0,88.2,2.9,3.44
,KHULNA,133,71,10,0,12,0,81,0,0,0,0,49,3,0,52,0,42.0,0.0,2.70
,KHULNA CC.,31,23,0,0,4,0,23,0,0,0,0,8,0,0,8,0,29.8,0.0,1.04
,KUSHTIA,210,72,5,30,9,3,107,1,1,0,2,78,20,11,98,0,47.2,0.9,4.32
,MAGURA,367,107,14,108,26,23,229,9,1,0,10,90,15,0,105,0,214.0,9.3,9.81
,MEHERPUR,78,18,0,0,0,0,18,0,0,0,0,29,31,21,60,0,23.6,0.0,7.86
,NARAIL,143,52,2,7,28,0,61,2,0,0,2,77,3,0,80,0,72.5,2.4,9.51
,SATKHIRA,93,25,4,2,13,0,31,1,0,0,1,59,2,0,61,0,13.4,0.4,2.64
,KHULNA,1768,680,55,232,147,39,967,26,3,0,29,636,96,34,732,0,52.9,1.6,4.00
