id,display_name,concept_class,source,latest_source_version
2B72.Y,Other specified malignant neoplasms of stomach,Diagnosis,ICD-11-MMS,2025-01
2B72.1,Malignant neuroendocrine neoplasm of stomach,Diagnosis,ICD-11-MMS,2025-01
2B72.0,Adenocarcinoma of stomach,Diagnosis,ICD-11-MMS,2025-01
2B72,Malignant neoplasms of stomach,Diagnosis,ICD-11-MMS,2025-01
2B71.Z,"Malignant neoplasms of oesophagogastric junction, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B71.Y,Other specified malignant neoplasm of oesophagogastric junction,Diagnosis,ICD-11-MMS,2025-01
2B71.0,Adenocarcinoma of oesophagogastric junction,Diagnosis,ICD-11-MMS,2025-01
2B71,Malignant neoplasms of oesophagogastric junction,Diagnosis,ICD-11-MMS,2025-01
2B70.Z,"Malignant neoplasms of oesophagus, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B70.Y,Other specified malignant neoplasms of oesophagus,Diagnosis,ICD-11-MMS,2025-01
2B70.1,Squamous cell carcinoma of oesophagus,Diagnosis,ICD-11-MMS,2025-01
2B70.0Z,"Adenocarcinoma of oesophagus, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B70.0Y,Other specified adenocarcinoma of oesophagus,Diagnosis,ICD-11-MMS,2025-01
2B70.00,Barrett adenocarcinoma,Diagnosis,ICD-11-MMS,2025-01
2B70.0,Adenocarcinoma of oesophagus,Diagnosis,ICD-11-MMS,2025-01
2B70,Malignant neoplasms of oesophagus,Diagnosis,ICD-11-MMS,2025-01
2B6Y,"Other specified malignant neoplasms of lip, oral cavity or pharynx",Diagnosis,ICD-11-MMS,2025-01
2B6E.Z,"Malignant neoplasms of other or ill-defined sites in the lip, oral cavity or pharynx, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B6E.Y,"Other specified malignant neoplasms of other or ill-defined sites in the lip, oral cavity or pharynx",Diagnosis,ICD-11-MMS,2025-01
2B6E.0,"Squamous cell carcinoma of other or ill-defined sites in the lip, oral cavity or pharynx",Diagnosis,ICD-11-MMS,2025-01
2B6E,"Malignant neoplasms of other or ill-defined sites in the lip, oral cavity or pharynx",Diagnosis,ICD-11-MMS,2025-01
2B6D.Z,"Malignant neoplasms of hypopharynx, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B6D.Y,Other specified malignant neoplasms of hypopharynx,Diagnosis,ICD-11-MMS,2025-01
2B6D.0,Squamous cell carcinoma of hypopharynx and variants,Diagnosis,ICD-11-MMS,2025-01
2B6D,Malignant neoplasms of hypopharynx,Diagnosis,ICD-11-MMS,2025-01
2B6C.Z,"Malignant neoplasms of piriform sinus, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B6C.Y,Other specified malignant neoplasms of piriform sinus,Diagnosis,ICD-11-MMS,2025-01
2B6C.0,Squamous cell carcinoma of piriform sinus,Diagnosis,ICD-11-MMS,2025-01
2B6C,Malignant neoplasms of piriform sinus,Diagnosis,ICD-11-MMS,2025-01
2B6B.Z,"Malignant neoplasms of nasopharynx, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B6B.Y,Other specified malignant neoplasms of nasopharynx,Diagnosis,ICD-11-MMS,2025-01
2B6B.2Z,Malignant neoplasm of pharyngeal tonsil without mention of type,Diagnosis,ICD-11-MMS,2025-01
2B6B.2Y,Other specified malignant neoplasms of pharyngeal tonsil,Diagnosis,ICD-11-MMS,2025-01
2B6B.21,Other or unspecified malignant epithelial neoplasm of pharyngeal tonsil,Diagnosis,ICD-11-MMS,2025-01
2B6B.20,Squamous cell carcinoma of pharyngeal tonsil,Diagnosis,ICD-11-MMS,2025-01
2B6B.2,Malignant neoplasms of pharyngeal tonsil,Diagnosis,ICD-11-MMS,2025-01
2B6B.1,"Malignant epithelial neoplasms of nasopharynx, unspecified type",Diagnosis,ICD-11-MMS,2025-01
2B6B.0,Squamous cell carcinoma of nasopharynx,Diagnosis,ICD-11-MMS,2025-01
2B6B,Malignant neoplasms of nasopharynx,Diagnosis,ICD-11-MMS,2025-01
2B6A.Z,"Malignant neoplasms of oropharynx, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B6A.Y,Other specified malignant neoplasms of oropharynx,Diagnosis,ICD-11-MMS,2025-01
2B6A.0,Squamous cell carcinoma of oropharynx,Diagnosis,ICD-11-MMS,2025-01
2B6A,Malignant neoplasms of oropharynx,Diagnosis,ICD-11-MMS,2025-01
2B69.Z,"Malignant neoplasms of tonsil, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B69.1,Other specified malignant neoplasms of tonsil,Diagnosis,ICD-11-MMS,2025-01
2B69.0,Squamous cell carcinoma of tonsil,Diagnosis,ICD-11-MMS,2025-01
2B69,Malignant neoplasms of tonsil,Diagnosis,ICD-11-MMS,2025-01
2B68.Z,"Malignant neoplasms of submandibular or sublingual glands, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B68.2,Other specified malignant neoplasms of submandibular or sublingual glands,Diagnosis,ICD-11-MMS,2025-01
2B68.1,Squamous cell carcinoma of submandibular or sublingual glands,Diagnosis,ICD-11-MMS,2025-01
2B68.0,Adenocarcinoma of submandibular or sublingual glands,Diagnosis,ICD-11-MMS,2025-01
2B68,Malignant neoplasms of submandibular or sublingual glands,Diagnosis,ICD-11-MMS,2025-01
2B67.Z,"Malignant neoplasms of parotid gland, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B67.Y,Other specified malignant neoplasms of parotid gland,Diagnosis,ICD-11-MMS,2025-01
2B67.1,Squamous cell carcinoma of parotid gland,Diagnosis,ICD-11-MMS,2025-01
2B67.0,Adenocarcinoma of parotid gland,Diagnosis,ICD-11-MMS,2025-01
2B67,Malignant neoplasms of parotid gland,Diagnosis,ICD-11-MMS,2025-01
2B66.Z,"Malignant neoplasms of other or unspecified parts of mouth, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B66.Y,Other specified malignant neoplasms of other or unspecified parts of mouth,Diagnosis,ICD-11-MMS,2025-01
2B66.0,Squamous cell carcinoma of other or unspecified parts of mouth,Diagnosis,ICD-11-MMS,2025-01
2B66,Malignant neoplasms of other or unspecified parts of mouth,Diagnosis,ICD-11-MMS,2025-01
2B65.Z,"Malignant neoplasms of palate, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B65.Y,Other specified malignant neoplasm of palate,Diagnosis,ICD-11-MMS,2025-01
2B65.1,Squamous cell carcinoma of palate,Diagnosis,ICD-11-MMS,2025-01
2B65.0,Adenocarcinoma of palate,Diagnosis,ICD-11-MMS,2025-01
2B65,Malignant neoplasms of palate,Diagnosis,ICD-11-MMS,2025-01
2B64.Z,"Malignant neoplasms of floor of mouth, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B64.Y,Other specified malignant neoplasm of floor of mouth,Diagnosis,ICD-11-MMS,2025-01
2B64.0,Squamous cell carcinoma of floor of mouth,Diagnosis,ICD-11-MMS,2025-01
2B64,Malignant neoplasms of floor of mouth,Diagnosis,ICD-11-MMS,2025-01
2B63.Z,"Malignant neoplasms of gum, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B63.Y,Other specified malignant neoplasm of gum,Diagnosis,ICD-11-MMS,2025-01
2B63.0,Squamous cell carcinoma of gum,Diagnosis,ICD-11-MMS,2025-01
2B63,Malignant neoplasms of gum,Diagnosis,ICD-11-MMS,2025-01
2B62.Z,"Malignant neoplasms of other or unspecified parts of tongue, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B62.Y,Other specified malignant neoplasms of other or unspecified parts of tongue,Diagnosis,ICD-11-MMS,2025-01
2B62.1Z,"Malignant neoplasms of lingual tonsil, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B62.10,Squamous cell carcinoma of lingual tonsil,Diagnosis,ICD-11-MMS,2025-01
2B62.1,Malignant neoplasms of lingual tonsil,Diagnosis,ICD-11-MMS,2025-01
2B62.0,Squamous cell carcinoma of other or unspecified parts of tongue,Diagnosis,ICD-11-MMS,2025-01
2B62,Malignant neoplasms of other or unspecified parts of tongue,Diagnosis,ICD-11-MMS,2025-01
2B61.Z,"Malignant neoplasms of base of tongue, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B61.Y,Other specified malignant neoplasms of base of tongue,Diagnosis,ICD-11-MMS,2025-01
2B61.0,Squamous cell carcinoma of the base of the tongue,Diagnosis,ICD-11-MMS,2025-01
2B61,Malignant neoplasms of base of tongue,Diagnosis,ICD-11-MMS,2025-01
2B60.Z,"Malignant neoplasms of lip, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B60.Y,Other specified malignant neoplasms of lip,Diagnosis,ICD-11-MMS,2025-01
2B60.1,Squamous cell carcinoma of lip,Diagnosis,ICD-11-MMS,2025-01
2B60.0,Basal cell carcinoma of lip,Diagnosis,ICD-11-MMS,2025-01
2B60,Malignant neoplasms of lip,Diagnosis,ICD-11-MMS,2025-01
2B5Z,Malignant mesenchymal neoplasm of unspecified type,Diagnosis,ICD-11-MMS,2025-01
2B5Y,Other specified malignant mesenchymal neoplasms,Diagnosis,ICD-11-MMS,2025-01
2B5K,Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites,Diagnosis,ICD-11-MMS,2025-01
2B5J,Malignant miscellaneous tumours of bone or articular cartilage of other or unspecified sites,Diagnosis,ICD-11-MMS,2025-01
2B5H,"Well differentiated lipomatous tumour, primary site",Diagnosis,ICD-11-MMS,2025-01
2B5G,"Myosarcoma of uterus, part not specified",Diagnosis,ICD-11-MMS,2025-01
2B5F.3,"Sarcoma, not elsewhere classified, primary site unknown",Diagnosis,ICD-11-MMS,2025-01
2B5F.2,"Sarcoma, not elsewhere classified of other specified sites",Diagnosis,ICD-11-MMS,2025-01
2B5F.1Z,"Sarcoma, not elsewhere classified of retroperitoneum or peritoneum, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B5F.1Y,"Other specified sarcoma, not elsewhere classified of retroperitoneum or peritoneum",Diagnosis,ICD-11-MMS,2025-01
2B5F.10,Myosarcomas of omentum,Diagnosis,ICD-11-MMS,2025-01
2B5F.1,"Sarcoma, not elsewhere classified of retroperitoneum or peritoneum",Diagnosis,ICD-11-MMS,2025-01
2B5F.0,"Sarcoma, not elsewhere classified of uterus",Diagnosis,ICD-11-MMS,2025-01
2B5F,"Sarcoma, not elsewhere classified, primary site",Diagnosis,ICD-11-MMS,2025-01
2B5E,"Malignant nerve sheath tumour of peripheral nerves or autonomic nervous system, primary site",Diagnosis,ICD-11-MMS,2025-01
2B5D.Z,"Malignant mixed epithelial mesenchymal tumour, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B5D.Y,"Malignant mixed epithelial mesenchymal tumour, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B5D.1,Malignant mixed epithelial and mesenchymal tumour of corpus uteri,Diagnosis,ICD-11-MMS,2025-01
2B5D.0,Malignant mixed epithelial mesenchymal tumour of ovary,Diagnosis,ICD-11-MMS,2025-01
2B5D,"Malignant mixed epithelial mesenchymal tumour, primary site",Diagnosis,ICD-11-MMS,2025-01
2B5C,"Endometrial stromal sarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B5B.Z,Gastrointestinal stromal tumour of unspecified gastrointestinal sites,Diagnosis,ICD-11-MMS,2025-01
2B5B.Y,Gastrointestinal stromal tumour of other gastrointestinal sites,Diagnosis,ICD-11-MMS,2025-01
2B5B.1,Gastrointestinal stromal tumour of small intestine,Diagnosis,ICD-11-MMS,2025-01
2B5B.0,Gastrointestinal stromal tumour of stomach,Diagnosis,ICD-11-MMS,2025-01
2B5B,"Gastrointestinal stromal tumour, primary site",Diagnosis,ICD-11-MMS,2025-01
2B5A.Z,"Synovial sarcoma, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B5A.Y,"Synovial sarcoma, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B5A.1,Synovial sarcoma of respiratory or intra-thoracic organs,Diagnosis,ICD-11-MMS,2025-01
2B5A.0,Synovial sarcoma of soft tissues of limb,Diagnosis,ICD-11-MMS,2025-01
2B5A,"Synovial sarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B59.Z,"Liposarcoma, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B59.Y,"Liposarcoma, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B59.2,Liposarcoma of male genital organs,Diagnosis,ICD-11-MMS,2025-01
2B59.1,Liposarcoma of retroperitoneum or peritoneum,Diagnosis,ICD-11-MMS,2025-01
2B59.0,Liposarcoma of soft tissue of limb,Diagnosis,ICD-11-MMS,2025-01
2B59,"Liposarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B58.Z,"Leiomyosarcoma, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B58.Y,"Leiomyosarcoma, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B58.2,Leiomyosarcoma of stomach,Diagnosis,ICD-11-MMS,2025-01
2B58.1,Leiomyosarcoma of uterus,Diagnosis,ICD-11-MMS,2025-01
2B58.0,Leiomyosarcoma of retroperitoneum or peritoneum,Diagnosis,ICD-11-MMS,2025-01
2B58,"Leiomyosarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B57.Z,Kaposi sarcoma of unspecified primary site,Diagnosis,ICD-11-MMS,2025-01
2B57.Y,Kaposi sarcoma of other specified primary sites,Diagnosis,ICD-11-MMS,2025-01
2B57.2,Kaposi sarcoma of gastrointestinal sites,Diagnosis,ICD-11-MMS,2025-01
2B57.1,Kaposi sarcoma of skin,Diagnosis,ICD-11-MMS,2025-01
2B57.0,Kaposi sarcoma of lung,Diagnosis,ICD-11-MMS,2025-01
2B57,"Kaposi sarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B56.Z,"Angiosarcoma, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B56.Y,"Angiosarcoma, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B56.3,Angiosarcoma of liver,Diagnosis,ICD-11-MMS,2025-01
2B56.2,Angiosarcoma of breast,Diagnosis,ICD-11-MMS,2025-01
2B56.1,Angiosarcoma of skin,Diagnosis,ICD-11-MMS,2025-01
2B56.0,Angiosarcoma of heart,Diagnosis,ICD-11-MMS,2025-01
2B56,"Angiosarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B55.Z,"Rhabdomyosarcoma, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B55.Y,"Rhabdomyosarcoma, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B55.2,Rhabdomyosarcoma of male genital organs,Diagnosis,ICD-11-MMS,2025-01
2B55.1,Rhabdomyosarcoma of respiratory or intrathoracic organs,Diagnosis,ICD-11-MMS,2025-01
2B55.0,Rhabdomyosarcoma of the oral cavity or pharynx,Diagnosis,ICD-11-MMS,2025-01
2B55,"Rhabdomyosarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B54.Z,"Undifferentiated pleomorphic sarcoma, unspecified primary site",Diagnosis,ICD-11-MMS,2025-01
2B54.Y,"Undifferentiated pleomorphic sarcoma, other specified primary site",Diagnosis,ICD-11-MMS,2025-01
2B54.1,Undifferentiated pleomorphic sarcoma of retroperitoneum or peritoneum,Diagnosis,ICD-11-MMS,2025-01
2B54.0,Undifferentiated pleomorphic sarcoma of skin,Diagnosis,ICD-11-MMS,2025-01
2B54,"Undifferentiated pleomorphic sarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B53.Z,"Fibroblastic or myofibroblastic tumour, primary site, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B53.Y,"Other specified fibroblastic or myofibroblastic tumour, primary site",Diagnosis,ICD-11-MMS,2025-01
2B53.1,Fibroblastic or myofibroblastic tumour of skin,Diagnosis,ICD-11-MMS,2025-01
2B53.0,"Myxofibrosarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B53,"Fibroblastic or myofibroblastic tumour, primary site",Diagnosis,ICD-11-MMS,2025-01
2B52.Z,Ewing sarcoma of bone or articular cartilage of unspecified sites,Diagnosis,ICD-11-MMS,2025-01
2B52.Y,Ewing sarcoma of bone or articular cartilage of other specified sites,Diagnosis,ICD-11-MMS,2025-01
2B52.3,Ewing sarcoma of soft tissue,Diagnosis,ICD-11-MMS,2025-01
2B52.2,Ewing sarcoma of bone or articular cartilage of ribs,Diagnosis,ICD-11-MMS,2025-01
2B52.1,Ewing sarcoma of bone or articular cartilage of pelvis,Diagnosis,ICD-11-MMS,2025-01
2B52.0,Ewing sarcoma of bone or articular cartilage of limbs,Diagnosis,ICD-11-MMS,2025-01
2B52,"Ewing sarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B51.Z,Osteosarcoma of bone or articular cartilage of unspecified sites,Diagnosis,ICD-11-MMS,2025-01
2B51.Y,Osteosarcoma of bone or articular cartilage of other specified sites,Diagnosis,ICD-11-MMS,2025-01
2B51.2,Osteosarcoma of bone or articular cartilage of pelvis,Diagnosis,ICD-11-MMS,2025-01
2B51.1,Osteosarcoma of bone or articular cartilage of limbs,Diagnosis,ICD-11-MMS,2025-01
2B51.0,Osteosarcoma of bone or articular cartilage of jaw,Diagnosis,ICD-11-MMS,2025-01
2B51,"Osteosarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B50.Z,Chondrosarcoma of bone or articular cartilage of unspecified sites,Diagnosis,ICD-11-MMS,2025-01
2B50.Y,Chondrosarcoma of bone or articular cartilage of other specified sites,Diagnosis,ICD-11-MMS,2025-01
2B50.2,"Chondrosarcoma of bone or articular cartilage of ribs, sternum or clavicle",Diagnosis,ICD-11-MMS,2025-01
2B50.1,Chondrosarcoma of bone or articular cartilage of pelvis,Diagnosis,ICD-11-MMS,2025-01
2B50.0,Chondrosarcoma of bone or articular cartilage of limbs,Diagnosis,ICD-11-MMS,2025-01
2B50,"Chondrosarcoma, primary site",Diagnosis,ICD-11-MMS,2025-01
2B3Z,"Neoplasms of haematopoietic or lymphoid tissues, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B33.Y,Other malignant haematopoietic neoplasms without further specification,Diagnosis,ICD-11-MMS,2025-01
2B33.5,"Malignant lymphoma, not elsewhere classified",Diagnosis,ICD-11-MMS,2025-01
2B33.4,"Leukaemia, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B33.3,"Lymphoid leukaemia, not elsewhere classified",Diagnosis,ICD-11-MMS,2025-01
2B33.2,"Chronic myeloid leukaemia, not elsewhere classified",Diagnosis,ICD-11-MMS,2025-01
2B33.1,Myeloid leukaemia,Diagnosis,ICD-11-MMS,2025-01
2B33.0,"Acute leukaemia, not elsewhere classified",Diagnosis,ICD-11-MMS,2025-01
2B33,Malignant haematopoietic neoplasms without further specification,Diagnosis,ICD-11-MMS,2025-01
2B32.Z,"Immunodeficiency-associated lymphoproliferative disorders, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B32.Y,Other specified immunodeficiency-associated lymphoproliferative disorders,Diagnosis,ICD-11-MMS,2025-01
2B32.3,Polymorphic post-transplant lymphoproliferative disorder,Diagnosis,ICD-11-MMS,2025-01
2B32.2,"Post-transplant lymphoproliferative disorder, Infectious mononucleosis-like",Diagnosis,ICD-11-MMS,2025-01
2B32.1,Reactive plasmacytic hyperplasia,Diagnosis,ICD-11-MMS,2025-01
2B32.0,"Post-transplant lymphoproliferative disorder, early lesion",Diagnosis,ICD-11-MMS,2025-01
2B32,Immunodeficiency-associated lymphoproliferative disorders,Diagnosis,ICD-11-MMS,2025-01
2B31.Z,"Histiocytic or dendritic cell neoplasms, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B31.Y,Other specified histiocytic or dendritic cell neoplasms,Diagnosis,ICD-11-MMS,2025-01
2B31.7,Fibroblastic reticular cell tumour,Diagnosis,ICD-11-MMS,2025-01
2B31.6,Indeterminate cell histiocytosis,Diagnosis,ICD-11-MMS,2025-01
2B31.5,Follicular dendritic cell sarcoma,Diagnosis,ICD-11-MMS,2025-01
2B31.4,Interdigitating dendritic cell sarcoma,Diagnosis,ICD-11-MMS,2025-01
2B31.3,Langerhans cell sarcoma,Diagnosis,ICD-11-MMS,2025-01
2B31.2Z,"Langerhans cell histiocytosis, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B31.2Y,Other specified Langerhans cell histiocytosis,Diagnosis,ICD-11-MMS,2025-01
2B31.20,Langerhans cell histiocytosis involving the skin,Diagnosis,ICD-11-MMS,2025-01
2B31.2,Langerhans cell histiocytosis,Diagnosis,ICD-11-MMS,2025-01
2B31.1,Histiocytic sarcoma,Diagnosis,ICD-11-MMS,2025-01
2B31.0,Juvenile xanthogranuloma,Diagnosis,ICD-11-MMS,2025-01
2B31,Histiocytic or dendritic cell neoplasms,Diagnosis,ICD-11-MMS,2025-01
2B30.Z,"Hodgkin lymphoma, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B30.1Z,"Classical Hodgkin lymphoma, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B30.13,Lymphocyte depleted classical Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B30.12,Mixed cellularity classical Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B30.11,Lymphocyte-rich classical Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B30.10,Nodular sclerosis classical Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B30.1,Classical Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B30.0,Nodular lymphocyte predominant Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B30,Hodgkin lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B2Z,"Mature T-cell or NK-cell neoplasms, unspecified",Diagnosis,ICD-11-MMS,2025-01
2B2Y,Other specified mature T-cell or NK-cell neoplasms,Diagnosis,ICD-11-MMS,2025-01
2B0Z,Primary cutaneous T-cell lymphoma of undetermined or unspecified type,Diagnosis,ICD-11-MMS,2025-01
2B0Y,Other specified primary cutaneous mature T-cell or NK-cell lymphomas and lymphoproliferative disorders,Diagnosis,ICD-11-MMS,2025-01
2B03.1,Lymphomatoid papulosis,Diagnosis,ICD-11-MMS,2025-01
2B03.0,Primary cutaneous CD30-positive anaplastic large cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2B03,Primary cutaneous CD30-positive T-cell lymphoproliferative disorders,Diagnosis,ICD-11-MMS,2025-01
2B02,Sézary syndrome,Diagnosis,ICD-11-MMS,2025-01
2B01,Mycosis fungoides,Diagnosis,ICD-11-MMS,2025-01
2B00,Subcutaneous panniculitis-like T-cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A90.C,"Peripheral T-cell lymphoma, not otherwise specified",Diagnosis,ICD-11-MMS,2025-01
2A90.B,"Anaplastic large cell lymphoma, ALK-negative",Diagnosis,ICD-11-MMS,2025-01
2A90.A,"Anaplastic large cell lymphoma, ALK-positive",Diagnosis,ICD-11-MMS,2025-01
2A90.9,Angioimmunoblastic T-cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A90.8,Hepatosplenic T-cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A90.7,Enteropathy associated T-cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A90.6,"Extranodal NK/T-cell lymphoma, nasal type",Diagnosis,ICD-11-MMS,2025-01
2A90.5,"Adult T-cell lymphoma or leukaemia, human T-cell lymphotropic virus type 1-associated",Diagnosis,ICD-11-MMS,2025-01
2A90.4,Systemic Epstein-Barr Virus-positive T-cell lymphoma of childhood,Diagnosis,ICD-11-MMS,2025-01
2A90.3,Aggressive NK cell leukaemia,Diagnosis,ICD-11-MMS,2025-01
2A90.2,Chronic lymphoproliferative disorders of NK-cells,Diagnosis,ICD-11-MMS,2025-01
2A90.1,T-cell large granular lymphocytic leukaemia,Diagnosis,ICD-11-MMS,2025-01
2A90.0,T-cell prolymphocytic leukaemia,Diagnosis,ICD-11-MMS,2025-01
2A90,"Mature T-cell lymphoma, specified types, nodal or systemic",Diagnosis,ICD-11-MMS,2025-01
2A8Z,"Mature B-cell neoplasms, unspecified",Diagnosis,ICD-11-MMS,2025-01
2A86.Z,"B-cell lymphoma, mixed features, unspecified",Diagnosis,ICD-11-MMS,2025-01
2A86.Y,"Other specified B-cell lymphoma, mixed features",Diagnosis,ICD-11-MMS,2025-01
2A86.2,B-cell lymphoma unclassifiable with features intermediate between classical Hodgkin lymphoma and diffuse large B-cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A86.1,B-cell lymphoma unclassifiable with features intermediate between Burkitt lymphoma and diffuse large B-cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A86.0,"Malignant lymphoma of B cell type, not elsewhere classified",Diagnosis,ICD-11-MMS,2025-01
2A86,"B-cell lymphoma, mixed features",Diagnosis,ICD-11-MMS,2025-01
2A85.Y,Further specified mature B-cell neoplasms or lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A85.6,Burkitt lymphoma including Burkitt leukaemia,Diagnosis,ICD-11-MMS,2025-01
2A85.5,Mantle cell lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A85.4,Lymphoplasmacytic lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A85.3,"Extranodal marginal zone B-cell lymphoma, primary site excluding stomach or skin",Diagnosis,ICD-11-MMS,2025-01
2A85.2,"Extranodal marginal zone B-cell lymphoma, primary site skin",Diagnosis,ICD-11-MMS,2025-01
2A85.1,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue of stomach,Diagnosis,ICD-11-MMS,2025-01
2A85.0,Nodal marginal zone lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A85,Other specified mature B-cell neoplasms or lymphoma,Diagnosis,ICD-11-MMS,2025-01
2A84.Z,"Heavy chain diseases, unspecified",Diagnosis,ICD-11-MMS,2025-01
2A84.Y,Other specified malignant immunoproliferative diseases,Diagnosis,ICD-11-MMS,2025-01
2A84.2,Mu heavy chain disease,Diagnosis,ICD-11-MMS,2025-01
2A84.1,Gamma heavy chain disease,Diagnosis,ICD-11-MMS,2025-01
2A84.0,Alpha heavy chain disease,Diagnosis,ICD-11-MMS,2025-01
2A84,Heavy chain diseases or malignant immunoproliferative diseases,Diagnosis,ICD-11-MMS,2025-01
2A83.Z,"Plasma cell neoplasm, unspecified",Diagnosis,ICD-11-MMS,2025-01
2A83.Y,Other specified plasma cell neoplasms,Diagnosis,ICD-11-MMS,2025-01
2A83.52,Light chain deposition disease,Diagnosis,ICD-11-MMS,2025-01
2A83.51,Light and heavy chain deposition disease,Diagnosis,ICD-11-MMS,2025-01
2A83.50,Heavy chain deposition disease,Diagnosis,ICD-11-MMS,2025-01
2A83.5,Monoclonal immunoglobulin deposition disease,Diagnosis,ICD-11-MMS,2025-01
2A83.4,Plasma cell leukaemia,Diagnosis,ICD-11-MMS,2025-01
2A83.3,Extraosseous plasmacytoma,Diagnosis,ICD-11-MMS,2025-01
2A83.2,Solitary plasmacytoma,Diagnosis,ICD-11-MMS,2025-01
2A83.1,Plasma cell myeloma,Diagnosis,ICD-11-MMS,2025-01
2A83.0,Monoclonal gammopathy of undetermined significance,Diagnosis,ICD-11-MMS,2025-01
2A83,Plasma cell neoplasms,Diagnosis,ICD-11-MMS,2025-01
2A82.Z,"Mature B-cell neoplasm with leukaemic behaviour, unspecified",Diagnosis,ICD-11-MMS,2025-01
2A82.Y,Other specified mature B-cell neoplasm with leukaemic behaviour,Diagnosis,ICD-11-MMS,2025-01
2A82.3,"Splenic B-cell lymphoma or leukaemia, unclassifiable",Diagnosis,ICD-11-MMS,2025-01
2A82.2,Hairy-cell leukaemia,Diagnosis,ICD-11-MMS,2025-01
2A82.1Z,"B-cell prolymphocytic leukaemia, unspecified",Diagnosis,ICD-11-MMS,2025-01
